Lessives.LVLb;Deodorants.ICOS1;EauDeToilette.ICOS2;ProdSoinCheveux.ICOS3;ProdSoinVisage.ICOS4;VernisOngleDissolv.ICOS5;NbPieceAvecProduitsChim.NQ142;NettoyantDeSurface.QPE1b;AutreNettoyants.QPE2b;DesodoAreosolVaporisateur.QPD1b;DesodoAutreEnsens.QPD2b;InsecticideAerosol.QPP1b;InsecticidePoudreBlocGel.QPP2b;NettoySolAspiration.QME1b;NettoySolBalaiSerp.QME2b;NettoyAutreQueSol.QME3b;CuissonFourTraditionnel.CUI1b;CuissonALeau.CUI2b;CuissonALaVapeur.CUI3b;CuissonParFriture.CUI4b;CuissonParGrillade.CUI5b;ACTIVITE;VoitureDansGarage.DGG3n;Fumeurs.FUMEURn;SechageLingeDansLogement.LVSBn;UtiliseSecheLinge.LVS4n;NettASecVetements.QNS1;PersExtPourMenage.AMN1n;TapisDescenteLitNeuf.QTA1n;NettASecTapisTissusmeuble.QTARIn;Plantes.QPV;Chiens.ANI21n;Chats.ANI22n;TraitementParasitesAnimaux.ANTCPn;HamsterCochonLapin.ANI25n;InsecticideBlatteFourmie.ULn;SortirOrduresExterieur.QOM1;OrduresDansPiece.QOM2n;EndroitStockageOrdures.QOM4;Bricolage.TMG6n;Jardinage.TMG7n;ProtMatelSimple.LIMHO0;ProtMatelImperm.LIMHO13;ProtMatelAntiAcariens.LIMHO23;ProtMatel.LIMHO4;TYPEHAB;NPVe1;HPRF;HSRF;MATER2;NIACe1;NSQ41e1;NSQ31e1;TMM1e1;TMM2e1;TMM3e1;TMMB1e1;TMMB2e1;TMMB3e1;TRM0e1;TRM1e1;TRM2e1;TRM3e1;TRM4e1;TRM5e1;TRM7e1;TRP0e1;TRP1e1;TRP2e1;TRP3e1;TRP5e1;TRS1e1;TRS2e1;TRS3e1;TRS4e1;TRS5e1;TRS6e1;TRS8e1;ACTP1;CHEM1;DBRI;DCA3e1;DGG2be1;FC316;FC812;FC9be11;FC9be12347;FC9be156;HCU11;HCU31;HCU323;HCU34;HPLBO;KCC1be1089;KCC1be11;KCC1be1234;KCC1be1567;KCC1be1555;KCC267;KCC34;KCC5;KEIU1;KEIU2;KVNT2e111;KVNT2e112;KVNT2e12;KVNT2e13;KVNT2e14;MATER017;MATER02;MATER03;MATER04;MATER056;REAB1;REAB23;REAB4;TYPELOG;Age;Revenus;Nb_Person;Nb_Enfants_inf_10;Nb_Enfants_sup_10;Sexe;Diplome_Max;Type_Prof;Occupation;Source_ppale_Res;Structure_menage;TYPEMEN;Formldéhyde
3,5;3,5;4,5;1;2;0;1;3,5;3,5;3,5;14;0;0;3,5;3,5;0;7;1;0;0;3,5;2,5;4;1;2;5;3;1;1;1;2;1;1;3;1;2;2;1;3;1;1;1;1;1;1;7;3;250;56;1;1871;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0,67;0,33;0;0;0;0;1;1;2;3;3;1;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;1;2;2;1;2;5;25;2349;2;0;0;1;9;5;1;1;3;1;16,72
3,5;7;10,5;0;4,5;3,5;1;1;1;1;0;0;0;1;7;0;1;3,5;0;0;3,5;3,8;4;2;2;5;3;1;1;1;2;1;1;3;1;1;2;1;3;1;1;1;1;1;1;7;4;250;97;1;1967;1;0;1;0;0;0,25;0;0,75;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0,25;0,5;0,25;0;0;1;1;3;2;3;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;1;2;2;1;0;0;2;1;1;1;2;1;1;2;1;2;6;30;4249;4;2;0;1;7;5;1;2;3;6;10,2
7;11;22;28;25,5;1;1;3,5;7;0;14;0;0;1;3,5;7;3,5;3,5;0;7;1;10,95;4;1;2;5;3;1;2;1;4;1;1;3;1;1;1;1;3;5;1;1;1;1;1;3;5;250;175;2;1914;1;0;1;0;0;0,2;0;0,8;0;0,8;0;0,2;0;0;0;0,8;0;0;0,2;0;0;0,4;0;0,6;0;0;0;2;1;3;2;3;1;2;1;1;1;2;1;1;2;2;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;1;2;2;1;2;5;58;2349;7;0;3;2;1;6;1;1;3;3;7,21
7;3,5;7;3,5;3,5;3,5;1;3,5;0;3,5;0;0;0;7;3,5;1;1;3,5;0;0;0;4,3;1;1;2;5;3;2;1;1;3;1;1;3;1;1;1;1;1;4;2;1;1;2;1;6;5;280;125;1;1995;1;0;1;0;0;0,6;0,2;0,2;0;0,8;0;0;0;0,2;0;0;0,2;0;0,8;0;0;0;0,8;0;0,2;0;0;1;1;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;2;1;1;1;1;1;57;2899;2;0;0;2;8;3;1;1;3;4;15,74
3,5;17,5;1,5;0;17,5;0;1;7;0;0;0;0;0;7;1;1;3,5;3,5;0;1;3,5;5,6;4;3;2;2;3;1;1;1;3;2;1;2;1;1;1;1;3;2;1;1;1;1;1;2;6;250;130;3;1914;1;0;1;0;0;0,33;0,17;0,5;0;0;0;0;0;1;0;0,5;0;0;0,5;0;0;0,67;0;0,17;0,17;0;0;1;1;2;2;2;2;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;2;2;2;1;0;0;1;1;1;1;1;2;1;2;1;2;4;38;1799;5;1;2;1;7;5;1;2;3;5;8,01
3,5;10,5;24,5;18;24,5;2;0;1;0;0;14;0;0;1;1;3,5;3,5;3,5;3,5;0;3,5;8,95;4;3;2;2;3;1;1;2;2;2;2;2;1;1;1;1;1;3;3;1;1;1;1;8;7;270;190;1;1871;1;1;0,92;0;0,08;0,86;0;0,14;0,29;0,71;0;0;0;0;0;0,43;0;0;0,43;0;0;0;0,29;0,57;0,14;0;0;1;2;2;3;3;2;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;2;1;2;1;2;3;49;4249;5;0;3;2;8;4;1;1;3;3;13,63
7;0;15;0;7;0;1;3,5;3,5;0;14;0;0;3,5;3,5;3,5;0;7;0;0;0;4,3;1;1;1;5;3;2;1;1;3;1;1;3;1;2;1;1;1;4;4;1;1;1;1;5;5;250;84;1;1961;1;0;1;0;0;0,2;0,2;0,6;0;0,8;0;0;0;0,2;0;0;0;0;1;0;0;0;0,4;0,6;0;0;0;1;1;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;1;1;1;1;1;2;1;2;1;2;1;65;1799;3;0;1;2;4;6;4;3;3;7;13,27
7;7;7;0;10,5;0;2;7;0;0;14;0;0;3,5;3,5;3,5;3,5;7;7;0;0;4,9;4;3;2;1;3;2;1;1;3;2;1;2;1;1;1;1;3;3;2;1;1;1;1;8;6;250;100;1;1989;1;1;0,5;0;0,5;0,17;0,33;0,5;0,33;0,67;0;0;0;0;0;0,17;0;0;0,67;0;0;0;0,5;0,5;0;0;0;1;2;1;3;3;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;2;1;2;1;2;3;31;1799;3;1;0;1;8;4;6;1;3;6;15,35
3,5;35;24,5;1,5;24,5;0;1;0;0;3,5;14;0;0;3,5;1;1;0;7;1;1;0;9,45;1;3;2;5;2;1;2;1;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;4;8;250;150;1;1989;1;1;0,92;0;0,08;0,63;0,25;0,13;0;1;0;0;0;0;0;0,13;0;0;0,88;0;0;0;0,75;0,25;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;1;2;1;2;2;0;0;1;1;1;1;1;2;1;1;1;1;2;44;6449;5;0;3;1;7;3;1;1;3;5;13,61
7;7;1;1;7;0;1;1;7;3,5;14;0;0;0;3,5;1;0;0;3,5;0;3,5;2,85;4;1;2;5;3;2;1;2;3;1;1;3;1;2;1;1;3;1;1;1;1;1;1;4;4;250;69;1;1974;1;0;0;1;0;0;0,75;0,25;0;0,75;0;0;0;0,25;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;3;3;3;1;1;2;1;1;2;2;1;1;1;1;1;2;1;1;2;1;1;2;2;2;0;0;1;1;1;1;2;1;1;1;2;1;5;72;817;1;0;0;1;3;6;4;3;1;7;10,69
1,5;0;1;0;7;1;1;3,5;7;7;14;0;14;1;7;1;0;3,5;0;0;3,5;2,3;4;1;2;5;3;2;1;1;1;1;1;3;1;1;2;1;3;1;1;1;1;1;1;7;3;275;70;1;1967;1;0;1;0;0;0;0,67;0,33;0;1;0;0;0;0;0;0;0;0;1;0;0;0,67;0,33;0;0;0;0;1;1;2;1;2;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;2;1;2;1;0;0;2;1;1;1;1;2;1;2;1;2;4;70;1799;1;0;0;1;2;4;4;3;1;7;7,56
3,5;7,5;4;3,5;7,5;0;1;1;0;7;3,5;0;0;0;1;1;1;1;1;0;1;2,9;4;3;2;5;3;1;2;1;3;2;1;2;2;1;2;1;3;2;1;1;1;1;1;2;4;250;80;1;1974;1;0;1;0;0;0,25;0;0,75;0;0,75;0;0;0;0,25;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;3;2;3;1;1;1;2;1;2;1;1;2;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;1;2;1;1;2;1;2;6;44;1299;2;0;1;1;5;4;1;1;2;5;14,37
3,5;10,5;11;14;17,5;0;1;3,5;3,5;7;1;0;0;3,5;3,5;3,5;3,5;3,5;0;1;0;7,05;4;4;2;5;3;1;1;1;3;1;1;3;1;1;1;1;1;2;1;1;1;1;1;4;4;250;90;1;1961;1;0;1;0;0;0,5;0;0,25;0;0,25;0;0;0;0,25;0,5;0;0;0;0,75;0,25;0;0;0,25;0,75;0;0;0;1;1;1;1;3;2;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;1;2;1;1;1;2;1;1;2;1;4;49;4249;3;0;0;1;8;4;1;1;3;6;10,73
7;7;21;7;1;0;1;7;7;0;0;0;0;7;7;0;1;3,5;0;0;0;6,4;4;3;2;5;3;1;1;1;1;1;1;3;1;2;1;1;3;1;1;1;1;1;1;4;5;250;85;1;1981;1;0;0;1;0;0;0,4;0,6;0;0,8;0;0;0;0,2;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;3;3;3;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;2;2;0;0;1;1;1;1;2;1;1;2;1;2;5;40;2349;4;1;1;1;4;5;1;1;3;5;22,5
0,5;3,5;14;7;0,5;0;1;1;3,5;3,5;1;0;0;0;0;0;1;3,5;0;1;0;2,65;4;1;2;5;3;1;1;1;3;1;1;3;2;1;2;1;3;1;1;1;1;1;1;7;3;250;69;1;2002;0;0;0;1;0;0;0,67;0,33;0;0,67;0;0;0;0,33;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;2;2;2;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;2;1;1;1;1;1;6;32;4249;2;0;0;2;9;3;1;1;3;4;22,1
7;14;7;7;10,5;0,5;1;1;7;7;0;0;0;7;1;0;3,5;3,5;0;3,5;0;5,5;4;4;2;5;3;2;1;1;2;1;1;3;1;1;1;2;3;2;1;1;1;1;1;4;4;250;60;1;1961;1;0;1;0;0;0;1;0;0,25;0,75;0;0;0;0;0;0;0;0;1;0;0;0;0,25;0,75;0;0;0;1;1;3;2;3;1;1;1;1;2;2;1;1;2;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;1;2;1;1;2;1;2;6;27;1299;4;2;0;1;4;5;5;1;3;6;NA
1,5;8;10,5;1;14,5;7,5;1;1;0;3,5;0;0;0;3,5;0;1;3,5;3,5;3,5;0;0;4,85;4;1;2;5;2;1;1;2;2;1;2;2;1;1;2;1;3;1;1;1;1;1;1;7;6;300;130;1;1914;1;0;0;1;0;0;0,17;0,83;0;0,67;0;0;0;0,33;0;0;0;0;1;0;0,33;0;0,17;0;0,5;0;0;1;1;2;2;2;1;1;1;1;2;2;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;1;2;2;1;2;4;49;7600;4;1;1;1;9;3;1;1;3;4;22,66
3,5;3,5;0;0;1,5;0;1;0;0;0;0;0;0;1;1;1;0;3,5;0;0;3,5;1,15;4;1;1;5;3;1;1;1;2;1;1;3;1;1;2;2;3;1;1;1;1;1;1;7;5;250;100;1;1871;1;2;0,86;0;0,14;0,4;0;0,4;0;0,4;0;0;0;0,6;0;0;0;0;1;0;0;0,2;0;0,8;0;0;0;2;2;3;2;3;1;1;1;1;2;1;1;1;2;2;2;1;1;1;1;1;2;1;1;2;1;0;0;1;1;1;1;1;1;2;1;2;1;6;47;4249;4;0;2;1;9;4;1;1;3;5;13,49
3,5;14;14;7;7;0,5;2;1;1;1;0;0;0;1;1;1;1;3,5;0;3,5;0;5;4;3;2;3;3;1;1;1;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;4;7;250;110;1;1981;1;1;0,13;0,63;0,25;0,43;0,43;0,14;0;0,57;0,14;0,14;0,14;0;0;0,86;0;0;0,14;0;0,57;0;0,43;0;0;0;0;1;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;1;2;1;1;1;2;1;2;2;0;0;1;1;1;1;1;2;1;2;1;2;3;51;4249;2;0;0;1;4;4;5;1;3;1;14,74
3,5;8;10,5;0,5;1;0;0;3,5;0;1;0;0;0;3,5;3,5;1;3,5;3,5;3,5;0;0;3,5;4;1;2;5;3;1;2;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;7;4;250;80;1;1948;0;0;1;0;0;0;0,25;0,75;0;0,75;0;0;0;0,25;0;0;0;0;1;0;0,5;0,5;0;0;0;0;0;1;1;3;3;3;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;1;1;2;1;2;1;5;38;2349;3;1;0;2;4;6;1;1;3;6;21,63
1,5;7;3,5;0;3,5;0;0;1;1;0;14;0;0;1;3,5;1;0;1;0;3,5;1;2,2;1;1;2;5;3;1;1;1;2;1;1;3;1;1;2;2;1;4;4;1;1;1;2;9;4;250;70;2;1974;0;1;0,6;0,4;0;0;0,75;0,25;0;1;0;0;0;0;0;0,25;0,25;0;0,5;0;0;0;0,5;0,5;0;0;0;1;2;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;2;1;2;1;2;2;27;1799;2;0;0;2;5;5;1;1;3;1;25,9
3,5;14;7;7;14;7;0;3,5;3,5;1;0;0;0;3,5;3,5;3,5;3,5;3,5;1;0;0;6,65;4;1;1;2;3;1;1;1;3;2;1;2;1;1;1;2;1;1;1;1;1;1;1;1;4;250;168;1;2002;0;1;0;1;0;0;0,5;0,5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0,25;0;0,75;0;0;1;2;2;3;2;2;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;2;1;1;1;1;3;29;2899;4;2;0;1;8;4;1;1;3;6;35,37
7;28;31,5;21;24,5;0;1;3,5;0;0;0;0;0;3,5;3,5;0;3,5;3,5;0;1;3,5;12,25;4;1;2;3;3;2;2;1;1;2;1;1;1;1;1;2;3;3;1;1;1;2;1;3;8;240;200;2;2002;0;1;1;0;0;0;0,38;0,63;0;1;0;0;0;0;0;0;0,38;0;0,63;0;0,13;0;0,25;0;0,63;0;0;1;2;1;2;1;2;2;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;1;1;2;2;1;2;2;41;4249;5;0;3;2;3;3;1;1;3;3;NA
1,5;7;8;0;7;0;0;3,5;7;7;3,5;0;0;1;7;1;3,5;3,5;3,5;3,5;3,5;3,6;3;1;1;3;3;2;1;1;3;1;1;3;1;1;2;2;3;5;1;2;2;1;1;7;5;250;100;1;1981;0;0;1;0;0;0;0,4;0,6;0;1;0;0;0;0;0;0;0;0;1;0;0,6;0;0,4;0;0;0;0;1;2;1;1;1;2;2;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;2;1;2;1;2;2;70;2899;2;0;0;2;8;3;4;3;3;7;20,63
3,5;14;10,5;0;7;0,5;0;1;0;0;0;0;0;3,5;1;3,5;0;1;0;0;0;4,45;1;1;1;3;3;1;1;1;2;1;1;3;1;1;2;2;3;4;1;1;1;1;1;9;5;250;76;1;1974;0;0;0;1;0;0,4;0,6;0;0;1;0;0;0;0;0;0;0;0;0,4;0;0,6;0;0,2;0;0,2;0;0;1;1;1;1;1;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;1;2;1;1;1;1;2;1;2;1;62;1799;2;0;0;2;4;6;4;1;3;1;37,95
1,5;0;3,5;0;7;0;0;3,5;1;0;0;1;0;1;3,5;0;1;3,5;0;1;3,5;2;4;1;1;5;3;2;1;1;2;1;1;3;1;1;2;2;1;1;2;1;1;1;1;7;4;230;55;1;1948;0;1;1;0;0;0;0;1;0;0,75;0;0;0;0,25;0;0;0;0;0,25;0;0;0,5;0,5;0;0;0;0;1;2;2;3;3;2;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;0;0;1;2;1;1;1;1;2;1;2;1;3;69;1299;1;0;0;1;1;6;4;3;1;7;13,65
1,5;14;14;7;14;0;0;3,5;0;1;0;0;0;1;7;1;3,5;3,5;0;0;0;6,3;4;1;2;5;2;1;1;1;2;1;1;3;1;1;1;1;3;4;4;1;1;1;1;9;7;265;120;1;1967;0;0;1;0;0;0,71;0;0,29;0;0,86;0;0;0,14;0;0;0;0,71;0;0,29;0;0,14;0;0,29;0,14;0,43;0;0;1;2;2;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;1;2;2;1;2;3;66;4249;2;0;0;2;2;1;4;3;3;7;21,4
3,5;0,5;7;0;7,5;0;0;3,5;7;0;0;0;0;3,5;3,5;0;1;3,5;0;0;3,5;2,9;2;2;1;5;2;1;1;1;2;1;1;3;2;2;2;2;3;4;1;1;1;1;2;9;6;250;117;1;1995;0;0;1;0;0;0,5;0;0,5;0;0,67;0;0;0;0,17;0,17;0,17;0;0;0,83;0;0,67;0;0,33;0;0;0;0;1;1;1;3;1;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;1;2;1;1;2;1;1;54;4249;2;0;0;2;3;3;1;1;3;4;47,96
3,5;10,5;14;7;7;0,5;1;0;1;3,5;0;0;0;0;7;0;0;7;3,5;3,5;0;4,95;1;1;1;2;3;1;1;1;2;1;1;3;1;1;2;2;3;5;1;1;1;1;2;9;5;250;100;1;1974;0;1;1;0;0;1;0;0;0,2;0,2;0,2;0;0;0,4;0;0;0;0;1;0;0,6;0;0,4;0;0;0;0;1;2;1;1;1;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;2;1;1;1;1;2;59;2349;2;0;0;2;4;3;4;3;3;7;NA
1,5;14;8;3,5;3,5;0;0;0;7;3,5;0;0;0;3,5;0;0;1;1;1;0;3,5;3,4;1;1;1;3;3;1;1;1;2;1;2;1;1;1;1;2;1;2;4;1;1;1;1;5;5;250;90;2;1981;0;0;0;1;0;0,2;0;0,8;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0,4;0;0,6;0;0;1;2;1;1;1;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;1;2;1;2;2;0;0;1;1;1;1;1;2;1;2;1;2;2;34;1799;4;2;0;2;4;6;1;1;3;6;51,32
7;7;4;0,5;7;0,5;0;3,5;1;0;3,5;0;0;1;3,5;0;3,5;3,5;3,5;1;0;3,4;4;1;2;5;3;2;1;1;2;1;2;2;1;1;1;2;3;4;2;1;1;1;1;3;5;260;120;2;1914;0;1;1;0;0;1;0;0;0,2;0,6;0;0;0;0,2;0;0;0;0;1;0;0;0;0,6;0,4;0;0;0;1;2;2;1;3;2;2;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;2;1;1;1;1;2;2;1;2;3;40;4249;6;3;1;2;5;3;1;1;3;6;NA
7;7;3,5;0;7;0;0;7;3,5;7;0;3,5;14;1;3,5;0;3,5;3,5;0;3,5;0;3,6;4;2;1;1;3;1;1;1;2;2;2;1;1;1;1;2;3;1;5;1;1;1;2;4;6;260;180;2;1871;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0,17;0;0,83;0;0,33;0;0,5;0,17;0;0;0;1;2;2;3;3;2;2;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;2;1;0;0;1;2;2;1;1;1;1;2;1;2;3;66;2899;2;0;0;2;6;4;4;3;3;7;NA
1,5;7;10,5;0;7;0;1;1;3,5;0;0;1;0;1;3,5;0;3,5;3,5;0;0;0;3,15;4;1;2;5;3;2;1;1;4;1;1;3;1;1;2;2;2;4;4;1;1;1;1;9;9;280;200;2;1914;0;1;0,46;0,54;0;0,56;0,33;0,11;0,11;0,56;0;0;0;0,33;0;0;0;0;1;0;0,22;0;0,44;0,33;0;0;0;1;2;1;3;3;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;1;2;1;1;1;1;2;1;2;1;2;55;2349;2;0;0;2;7;3;1;2;3;4;8,22
1,5;0;2;0;0;0;0;0;0;0;0;0;14;3,5;0;1;0;7;0;0;3,5;0,8;3;1;2;5;3;1;1;1;2;1;2;1;1;1;2;2;1;5;4;1;1;1;1;9;7;270;96;1;1914;0;1;1;0;0;0,57;0;0,43;0;0,57;0;0;0;0,29;0,14;0,14;0;0;0,86;0;0,14;0;0,57;0,29;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;1;2;1;1;1;2;1;2;1;0;0;2;1;1;1;1;1;2;1;2;1;2;62;1299;2;0;0;2;2;5;4;3;3;7;5,03
1,5;1;8;0;7;0;0;1;0;0;0;0;0;0;7;0;0;3,5;3,5;3,5;3,5;2,55;4;3;2;5;3;1;1;1;2;1;1;3;1;1;1;2;3;1;1;2;2;1;1;4;5;250;95;1;1914;0;2;1;0;0;0;0,2;0,8;0;0,8;0;0;0;0,2;0;0,2;0;0;0,8;0;0;0;0,8;0,2;0;0;0;1;2;2;2;3;2;2;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;2;1;0;0;1;2;1;1;1;1;2;1;2;1;3;80;1799;2;0;0;2;6;1;4;3;3;7;8,22
1,5;1;3,5;0;7;0;0;7;0;0;0;0;0;0;7;1;0;3,5;0;0;3,5;2,8;4;1;1;5;3;1;1;1;2;2;1;1;1;1;3;2;3;4;4;1;1;1;1;9;4;270;45;1;1974;0;2;1;0;0;0,25;0,25;0,5;0;1;0;0;0;0;0;1;0;0;0;0;0;0,5;0,5;0;0;0;0;1;1;1;3;2;2;2;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;0;0;2;1;1;1;1;1;2;1;2;1;1;62;535;1;0;0;1;6;6;6;5;1;2;3,68
3,5;14;14;1;0;0,5;0;3,5;1;3,5;1;1;0;1;3,5;3,5;3,5;3,5;3,5;3,5;3,5;4,45;1;1;1;5;3;1;2;1;3;1;1;3;1;1;3;2;1;4;4;1;1;1;2;9;5;250;109;1;2002;0;0;1;0;0;0,4;0,2;0,4;0;1;0;0;0;0;0;0;0;0;1;0;0,4;0,2;0,4;0;0;0;0;1;1;1;3;1;2;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;2;1;2;1;2;1;36;1799;4;2;0;2;4;5;1;1;3;6;44,8
7;2;0,5;0;7;0;0;3,5;0;0;0;0;0;3,5;3,5;1;0;3,5;0;1;3,5;2,8;4;1;2;5;3;1;1;1;1;2;2;1;1;1;2;2;1;4;1;1;1;1;2;7;6;250;120;2;1981;0;1;0,43;0;0,57;0;0,5;0,5;0;0,67;0;0;0;0,17;0;0,5;0;0;0,5;0;0,17;0;0,67;0;0;0;0;1;2;2;3;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;1;2;1;0;0;2;1;1;1;2;1;1;1;2;1;3;56;1799;5;0;3;2;4;6;1;1;3;4;31,42
1,5;7;0,5;0;7;0;0;1;1;0;0;0;0;1;1;0;0;7;3,5;0;3,5;1,9;4;1;1;4;3;1;1;1;2;2;1;2;1;1;2;2;1;4;1;1;1;1;1;7;7;250;170;1;1981;0;0;1;0;0;0;0,14;0,86;0;0,86;0,14;0;0;0;0;0;0,29;0;0,71;0;0,29;0,14;0,14;0;0,43;0;0;1;1;1;3;3;2;2;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;1;2;1;2;1;2;4;32;2349;3;1;0;2;3;3;1;1;3;4;27,14
3,5;0;10,5;3,5;1;0;0;1;0;0;3,5;0;0;1;1;3,5;3,5;3,5;0;0;1;2,5;3;3;1;5;3;1;2;1;4;2;2;2;1;1;3;2;3;1;3;1;1;1;1;2;4;250;150;1;2002;0;0;1;0;0;0;0,5;0,5;0;1;0;0;0;0;0;0;0;0;1;0;0;0,75;0,25;0;0;0;0;1;1;1;3;1;2;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;2;2;1;0;0;1;2;1;1;1;1;2;1;2;1;1;40;2349;4;1;1;2;4;6;1;1;3;4;11,2
1,5;3,5;14;14;0;0;0;1;0;0;1;0;0;0;3,5;0;3,5;0;3,5;3,5;0;3,75;1;1;1;5;3;1;1;1;2;1;1;3;1;1;3;2;3;4;4;1;1;1;1;9;6;250;100;1;1981;1;1;1;0;0;0,17;0;0,83;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0,33;0,67;0;0;0;1;2;1;3;1;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;2;1;1;1;1;3;72;1799;2;0;0;2;6;6;4;3;3;7;26,9
7;14;14;0;14;0,5;0;3,5;0;0;0;0;0;1;1;0;3,5;3,5;3,5;0;0;5,5;4;1;1;1;3;1;1;1;2;1;1;3;1;1;1;2;4;3;1;1;1;1;1;3;4;250;70;1;1961;0;0;0,29;0,71;0;0;0;1;0;0,25;0,25;0;0;0,5;0;0;0;0;1;0;0,75;0;0,25;0;0;0;0;1;1;2;2;3;2;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;1;2;1;1;1;1;6;39;1799;4;2;0;2;4;6;1;1;3;6;9,74
3,5;21;10,5;14;8;0;0;3,5;0;3,5;1;0;0;3,5;3,5;0;3,5;3,5;0;1;0;6,75;4;1;2;2;3;1;1;1;4;1;2;1;1;2;1;2;4;1;5;1;1;1;1;1;5;240;90;1;1871;0;0;0,88;0,13;0;0,4;0;0,6;0;0,6;0;0;0,4;0;0;0;1;0;0;0;0;0;0,4;0,2;0,4;0;0;1;1;3;3;3;2;2;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;2;1;0;0;1;2;1;1;1;1;2;2;1;2;4;50;1299;3;0;2;1;4;5;1;1;2;5;25,8
