Lessives.LVLb;Deodorants.ICOS1;EauDeToilette.ICOS2;ProdSoinCheveux.ICOS3;ProdSoinVisage.ICOS4;VernisOngleDissolv.ICOS5;NbPieceAvecProduitsChim.NQ142;NettoyantDeSurface.QPE1b;AutreNettoyants.QPE2b;DesodoAreosolVaporisateur.QPD1b;DesodoAutreEnsens.QPD2b;InsecticideAerosol.QPP1b;InsecticidePoudreBlocGel.QPP2b;NettoySolAspiration.QME1b;NettoySolBalaiSerp.QME2b;NettoyAutreQueSol.QME3b;CuissonFourTraditionnel.CUI1b;CuissonALeau.CUI2b;CuissonALaVapeur.CUI3b;CuissonParFriture.CUI4b;CuissonParGrillade.CUI5b;ACTIVITE;VoitureDansGarage.DGG3n;Fumeurs.FUMEURn;SechageLingeDansLogement.LVSBn;UtiliseSecheLinge.LVS4n;NettASecVetements.QNS1;PersExtPourMenage.AMN1n;TapisDescenteLitNeuf.QTA1n;NettASecTapisTissusmeuble.QTARIn;Plantes.QPV;Chiens.ANI21n;Chats.ANI22n;TraitementParasitesAnimaux.ANTCPn;HamsterCochonLapin.ANI25n;InsecticideBlatteFourmie.ULn;SortirOrduresExterieur.QOM1;OrduresDansPiece.QOM2n;EndroitStockageOrdures.QOM4;Bricolage.TMG6n;Jardinage.TMG7n;ProtMatelSimple.LIMHO0;ProtMatelImperm.LIMHO13;ProtMatelAntiAcariens.LIMHO23;ProtMatel.LIMHO4;TYPEHAB;NPVe1;HPRF;HSRF;MATER2;NIACe1;NSQ41e1;NSQ31e1;TMM1e1;TMM2e1;TMM3e1;TMMB1e1;TMMB2e1;TMMB3e1;TRM0e1;TRM1e1;TRM2e1;TRM3e1;TRM4e1;TRM5e1;TRM7e1;TRP0e1;TRP1e1;TRP2e1;TRP3e1;TRP5e1;TRS1e1;TRS2e1;TRS3e1;TRS4e1;TRS5e1;TRS6e1;TRS8e1;ACTP1;CHEM1;DBRI;DCA3e1;DGG2be1;FC316;FC812;FC9be11;FC9be12347;FC9be156;HCU11;HCU31;HCU323;HCU34;HPLBO;KCC1be1089;KCC1be11;KCC1be1234;KCC1be1567;KCC1be1555;KCC267;KCC34;KCC5;KEIU1;KEIU2;KVNT2e111;KVNT2e112;KVNT2e12;KVNT2e13;KVNT2e14;MATER017;MATER02;MATER03;MATER04;MATER056;REAB1;REAB23;REAB4;TYPELOG;Age;Revenus;Nb_Person;Nb_Enfants_inf_10;Nb_Enfants_sup_10;Sexe;Diplome_Max;Type_Prof;Occupation;Source_ppale_Res;Structure_menage;TYPEMEN;Formldéhyde
7;7;14;3,5;10,5;0;0;3,5;1;0;0;1;0;7;3,5;1;3,5;7;3,5;1;0;5,7;4;1;1;5;3;1;1;2;3;2;1;1;2;1;1;2;1;5;2;1;1;1;1;6;6;250;133;2;1914;1;1;1;0;0;0,33;0,17;0,33;0;0,67;0,17;0;0;0;0,17;0,17;0;0;0,33;0;0,17;0,5;0,33;0;0;0;0;1;2;2;3;2;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;1;2;1;2;1;3;53;2349;2;0;0;2;6;4;6;1;3;1;10,8
3,5;1;3,5;1;10,5;0,5;0;1;3,5;0;0;0;0;1;7;0;3,5;1;3,5;0;0;2,9;4;1;1;5;3;1;1;1;2;1;1;3;1;1;2;2;3;1;2;1;1;1;2;7;2;250;90;1;1914;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0,5;0;0,5;0;0;0;0;1;1;2;3;3;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;1;1;2;1;2;1;4;60;1299;2;0;0;1;6;5;4;3;3;7;1,67
7;21;7;7;21;0;0;1;0;0;0;0;0;3,5;3,5;3,5;1;7;0;0;7;7,45;1;2;2;2;3;1;1;1;2;1;1;3;1;1;1;2;1;1;1;1;1;1;1;4;5;250;120;1;1989;1;1;1;0;0;0,6;0;0,4;0;1;0;0;0;0;0;0;0;0;1;0;0;0,4;0,6;0;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;1;2;1;1;1;1;2;54;2349;4;0;2;2;4;4;1;1;3;3;14,03
3,5;17,5;17,5;7;7;0,5;1;1;0;7;0;0;0;1;3,5;0;3,5;3,5;0;3,5;0;5,85;1;1;1;2;3;1;1;1;3;2;1;2;1;1;2;1;1;3;3;1;1;1;1;6;7;250;109;2;1989;1;1;1;0;0;0,29;0,57;0,14;0;0,71;0,14;0;0;0;0,14;0;0;0;1;0;0,29;0,29;0,43;0;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;2;1;2;1;2;0;0;1;1;1;1;1;2;1;1;1;1;2;50;2349;3;0;1;2;4;6;6;1;3;4;4,38
3,5;10,5;10,5;4,5;7;0;1;3,5;0;0;0;0;0;1;3,5;0;3,5;3,5;1;1;3,5;4,4;4;3;2;5;3;1;1;1;4;1;1;3;1;1;1;2;1;3;2;1;1;1;1;6;6;250;91;1;1989;1;1;0,85;0,08;0,08;0,67;0,17;0,17;0;0,83;0;0;0;0,17;0;0,17;0;0;0,83;0;0;0;0,33;0,33;0,33;0;0;1;2;2;3;2;2;2;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;1;2;1;2;1;3;48;2349;2;0;0;2;4;3;1;1;3;4;21,11
3,5;3,5;10,5;3,5;7;0;0;1;0;7;14;0;0;1;3,5;1;1;7;0;0;3,5;3,45;3;1;2;4;3;1;1;2;3;2;1;2;1;2;3;2;3;5;3;1;1;1;1;9;9;250;230;1;2002;2;1;1;0;0;0,78;0,11;0,11;0;0,56;0,22;0;0;0,22;0;0,56;0,11;0;0,33;0;0;0;0,44;0,56;0;0;0;1;2;1;2;1;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;2;2;2;0;0;1;1;1;2;1;1;1;2;1;2;2;55;2349;2;0;0;2;4;4;4;1;3;1;19,91
3,5;21;4,5;14;21;3,5;1;3,5;1;0;14;0;14;3,5;3,5;3,5;3,5;3,5;3,5;1;0;8,15;4;2;2;2;2;1;1;1;3;1;1;3;1;1;3;2;1;1;3;2;2;1;1;4;6;240;100;1;1981;1;0;0,75;0,25;0;0,33;0,67;0;0;0,83;0;0;0;0,17;0;0;0;0;1;0;0;0,33;0,17;0;0,5;0;0;2;1;1;3;3;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;2;1;1;1;1;4;42;2349;4;0;2;1;4;5;1;1;3;5;7,68
3,5;14;8;0;7;0,5;0;1;0;0;0;0;0;1;1;1;1;3,5;0;0;3,5;3,7;4;1;2;3;3;2;1;1;3;1;2;1;1;1;2;2;1;5;5;1;1;1;1;9;8;250;150;1;1871;1;1;0,75;0;0,25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,25;0,25;0;0;1;2;2;3;2;2;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;2;2;1;0;0;1;2;1;1;1;1;2;1;2;1;3;54;4249;2;0;0;2;4;4;4;1;3;1;13,34
3,5;3,5;8;7;7;0;0;3,5;1;3,5;3,5;0;0;3,5;1;3,5;3,5;3,5;0;1;0;4,05;4;2;2;5;3;1;1;1;3;2;2;2;1;1;3;2;2;1;1;1;1;1;1;2;6;250;128;2;1981;0;1;0;0;1;0,33;0,17;0,5;0,17;0,67;0,17;0;0;0;0;0,83;0;0;0;0;0,17;0,17;0,33;0;0,33;0;0;1;2;2;3;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;1;2;1;0;0;2;1;1;1;2;1;1;1;2;1;3;56;1799;2;0;0;2;4;6;1;1;3;4;24,21
7;14;10,5;0;3,5;0;1;3,5;0;7;0;0;0;1;7;1;3,5;1;3,5;1;0;4,75;1;1;2;4;3;1;1;2;2;2;1;1;1;1;3;2;1;5;1;1;1;1;1;3;6;240;92;1;1974;0;1;1;0;0;0;0,17;0,83;0;1;0;0;0;0;0;0;0,33;0;0,67;0;0,33;0,33;0;0;0,33;0;0;1;2;1;1;1;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;2;2;1;0;0;2;1;1;1;1;2;1;2;1;2;2;42;1799;4;1;0;2;1;6;1;1;3;6;NA
1,5;14;7,5;0;8;0;0;3,5;7;0;0;0;0;3,5;7;3,5;1;3,5;0;0;3,5;4,85;1;2;2;5;3;1;1;1;2;2;2;2;1;1;3;2;3;3;1;1;1;1;1;2;6;230;65;3;1914;0;1;0,61;0;0,39;0,17;0,5;0,33;0;0,67;0;0;0,17;0,17;0;0,17;0,17;0,17;0,33;0;0;0,17;0,5;0;0,33;0;0;1;2;1;3;1;2;2;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;0;0;1;2;1;2;1;1;1;2;1;2;2;35;2899;3;0;1;2;7;4;1;1;3;4;7,32
3,5;17,5;14;3,5;14;0;0;1;0;0;1;0;0;1;3,5;1;3,5;3,5;0;3,5;0;5,9;2;3;2;5;3;1;1;1;3;1;1;3;1;1;3;2;2;2;3;1;1;1;1;4;7;250;100;1;1989;1;0;1;0;0;0,29;0,43;0,14;0;0,71;0;0;0;0;0,29;0;0;0;0,86;0,14;0,14;0,43;0,29;0;0;0;0,14;1;1;1;3;1;2;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;2;2;0;0;1;1;1;1;1;2;1;1;2;1;1;45;1299;5;1;2;2;1;6;1;1;3;4;6,7
7;14;14;7;7;0;1;1;1;0;1;14;14;3,5;1;1;3,5;3,5;0;1;1;5,55;4;1;1;1;3;2;1;1;2;2;2;1;1;1;1;2;3;4;1;2;2;1;1;3;7;270;240;2;1961;1;1;0,38;0,62;0;0,43;0;0,57;0;0,29;0,71;0;0;0;0;0;0,29;0;0,71;0;0,29;0;0,57;0,14;0;0;0;1;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;1;2;1;0;0;2;1;1;2;1;1;1;1;2;1;2;62;6449;2;0;0;2;9;3;1;1;3;4;7,93
3,5;10,5;21;7;14;0;0;3,5;1;0;0;1;0;1;3,5;1;7;3,5;3,5;3,5;0;6,5;2;3;2;3;3;2;1;1;3;2;2;1;1;1;1;1;3;4;4;1;1;1;2;9;5;300;152;1;1914;1;1;0,44;0,56;0;0,6;0;0,4;0;0,8;0;0,2;0;0;0;0;1;0;0;0;0;0,6;0,4;0;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;1;2;1;0;0;1;2;1;2;1;1;1;1;2;1;2;50;4249;4;0;2;2;3;2;1;2;3;3;18,44
1,5;7;3,5;1;7;0;0;1;3,5;0;7;0;0;1;1;0;0;3,5;0;3,5;3,5;2,3;4;1;2;5;3;1;1;1;3;1;1;3;1;1;2;2;3;2;4;1;1;1;2;9;5;240;96;2;1871;0;2;1;0;0;0;0,2;0,8;0;0,8;0;0;0;0,2;0;0;0;0;1;0;0;0;0,4;0,6;0;0;0;1;2;2;3;3;2;2;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;2;1;0;0;1;2;1;2;1;1;1;2;1;2;3;57;1299;1;0;0;1;2;5;4;3;1;7;8,62
1,5;0;0;0;7;0;1;3,5;0;0;14;0;0;3,5;3,5;0;0;3,5;0;1;3,5;1,9;4;1;2;5;3;1;1;1;2;1;1;3;1;1;1;2;4;1;1;1;1;1;2;4;5;220;157;2;1948;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0,6;0,4;0;0;0;0;1;1;2;1;3;2;2;1;1;1;2;1;1;2;1;1;1;2;1;1;1;1;2;2;1;1;0;0;2;1;1;2;1;1;1;1;2;1;4;61;1299;1;0;0;1;1;6;4;3;1;7;2,61
3,5;0;14;0;7;0;1;1;0;0;14;0;14;3,5;3,5;0;1;3,5;3,5;0;1;3,25;4;1;2;5;3;1;1;1;4;2;1;2;1;1;1;2;1;1;3;1;1;1;2;6;5;260;106;1;1974;1;1;1;0;0;0,6;0;0,4;0;1;0;0;0;0;0;0;0;0;1;0;0;0,8;0,2;0;0;0;0;1;2;2;2;2;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;2;1;1;2;2;1;0;0;2;1;1;2;1;1;1;1;2;1;3;65;2349;2;0;0;2;5;4;4;3;3;7;17,44
7;14;14;14;10,5;3,5;1;1;0;7;14;0;0;3,5;1;3,5;1;1;1;3,5;3,5;7,2;4;4;2;5;2;1;1;1;2;2;1;2;1;1;2;2;3;1;1;1;1;1;1;2;5;220;86;1;1995;1;0;0;1;0;0;0,4;0,6;0;1;0;0;0;0;0;0;0;0;0,8;0,2;0;1;0;0;0;0;0;1;1;3;3;2;1;1;1;2;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;2;1;1;2;1;2;5;34;817;4;1;2;1;1;5;1;1;2;5;26,97
3,5;8;3,5;10,5;14;0;1;1;0;7;0;0;0;7;7;1;1;3,5;3,5;0;0;5,55;4;4;2;5;3;1;1;1;1;2;1;1;1;1;1;2;3;1;1;1;1;1;2;2;6;250;120;1;1871;1;1;1;0;0;0,33;0,17;0,5;0;1;0;0;0;0;0;0;0;0;0,33;0,5;0,5;0,17;0,17;0;0,17;0;0;1;1;3;2;2;2;1;1;1;2;2;1;1;2;2;1;1;1;1;2;1;1;1;1;2;1;0;0;1;2;1;2;1;1;1;1;1;1;6;35;1299;2;0;0;1;1;6;2;1;3;1;14,11
3,5;28;28;14;28;4;1;3,5;3,5;7;14;0;0;0;7;1;3,5;3,5;1;0;3,5;11,7;4;1;2;2;3;1;1;1;2;2;1;1;1;1;1;2;1;5;3;1;1;1;1;5;7;250;115;2;1989;0;0;1;0;0;0;0;1;0;0,57;0;0,14;0,14;0,14;0;0;0;0;0,86;0;0;0,57;0,43;0;0;0;0;1;1;1;1;2;2;1;1;1;2;2;1;2;1;1;1;2;1;1;1;1;1;2;1;2;2;0;0;1;1;1;2;1;1;1;1;1;1;1;41;4249;5;0;3;1;8;4;1;1;3;5;10,76
7;10,5;7;0;14;0;1;0;1;0;14;0;0;1;3,5;1;0;1;1;3,5;0;4,4;1;1;2;1;3;1;1;1;3;1;2;2;1;1;1;2;4;5;4;1;1;1;1;5;5;250;148;2;1989;0;2;1;0;0;0,2;0,4;0,4;0;0,8;0;0,2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;1;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;2;1;1;1;2;1;2;2;0;0;1;1;1;2;1;1;1;1;2;1;2;52;6449;2;0;0;2;1;2;1;2;3;4;14,35
1,5;7;0;0;0;3,5;1;0;0;0;7;0;0;0;3,5;0;0;3,5;0;0;3,5;1,55;4;3;2;5;3;1;1;1;1;1;1;3;1;1;2;2;4;1;1;1;1;1;1;7;2;250;50;1;1961;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;3;2;3;1;1;2;1;1;1;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;0;0;2;1;1;2;1;1;1;2;1;2;6;48;1299;1;0;0;2;6;6;2;4;1;2;6,16
3,5;14;14;3,5;14;3,5;1;1;1;1;3,5;0;0;3,5;7;0;3,5;3,5;1;0;0;6,4;4;2;2;5;2;1;1;1;2;1;1;3;2;1;1;2;3;1;1;2;2;1;1;4;3;220;45;1;1995;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0,33;0,67;0,33;0;0,33;0;0,33;0;0;1;1;3;3;3;1;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;2;1;1;1;1;1;5;25;2349;2;0;0;1;7;4;1;1;3;1;12,27
1,5;7;3,5;7;7;0;1;3,5;0;3,5;0;0;0;3,5;7;3,5;3,5;3,5;3,5;0;0;4,35;4;1;2;5;3;1;1;2;3;1;1;3;1;1;2;2;1;1;1;1;1;1;1;7;4;250;67;1;1961;1;0;1;0;0;1;0;0;0,25;0,5;0;0;0;0;0,25;0;0,25;0;0;0,5;0,75;0;0,25;0;0;0;0;1;1;3;2;3;1;2;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;2;1;1;1;2;1;2;5;47;817;1;0;0;1;6;6;2;4;1;2;10,09
3,5;3,5;7;1;3,5;7;1;1;0;0;0;0;0;3,5;1;1;3,5;3,5;0;0;0;3,2;4;3;1;5;2;1;1;1;2;1;2;2;1;1;1;2;1;1;1;1;1;1;1;4;3;220;66;2;1995;0;0;0,11;0,89;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0,33;0;0,33;0;0,33;0;0;2;1;2;3;2;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;2;1;0;0;2;1;1;1;2;1;1;1;1;1;4;40;2899;2;0;0;1;7;5;1;1;3;1;24,06
0,5;7;7;7;7;1;0;3,5;1;7;7;0;0;3,5;7;1;3,5;1;0;0;1;4,45;4;1;2;5;2;2;2;2;4;1;1;3;1;1;1;2;3;5;4;1;1;1;1;9;7;240;120;1;1948;2;1;0,09;0,73;0,18;0,57;0;0,43;0;0,86;0;0;0;0,14;0;0,29;0,43;0;0,29;0;0,57;0,14;0,14;0,14;0;0;0;1;1;1;1;2;2;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;0;0;1;2;1;2;1;1;1;1;2;1;4;75;817;1;0;0;1;4;5;4;3;1;7;19,84
1,5;0;3,5;0;8;0;1;1;0;0;0;0;0;3,5;1;0;1;1;1;0;0;1,85;4;2;1;5;2;1;1;2;2;1;2;1;1;1;2;2;3;2;1;1;1;1;1;7;4;250;65;1;1974;1;0;1;0;0;1;0;0;0;0,75;0;0,25;0;0;0;0,25;0,75;0;0;0;0,75;0,25;0;0;0;0;0;1;1;2;3;2;1;2;1;1;1;2;1;2;1;1;1;1;2;1;1;2;1;1;2;2;2;0;0;1;1;1;1;2;1;1;2;1;2;4;67;2349;2;0;0;2;5;3;4;3;3;7;11,06
7;14;14;0;14;0,5;1;3,5;7;7;0;0;0;7;3,5;0;0;3,5;0;1;3,5;6,35;4;1;2;5;1;1;2;2;2;1;1;3;1;1;1;2;1;1;1;1;1;1;1;4;5;250;102;2;1995;0;0;1;0;0;0,4;0;0,6;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0,8;0;0,2;0;0;1;1;3;3;2;1;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;2;1;1;1;1;1;1;5;63;4249;2;0;0;2;5;3;4;3;3;7;18,29
7;7;25,5;11;21;4;1;1;0;0;1;0;0;1;1;0;1;3,5;3,5;0;0;7,85;1;1;2;1;2;1;1;1;4;2;1;2;1;2;2;2;3;1;1;1;1;1;1;7;6;240;193;2;1974;0;1;0,79;0;0,21;0,5;0,17;0,33;0,17;0,33;0;0;0,17;0,33;0;0;0;0;0,83;0,17;0;0;1;0;0;0;0;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;1;2;1;0;0;2;1;1;2;1;1;1;1;1;1;2;52;2899;5;0;3;2;3;5;1;1;3;3;15,32
1,5;14;7,5;1;10,5;0;1;1;0;3,5;14;0;0;1;0;1;3,5;3,5;0;0;0;3,75;1;2;1;5;3;1;1;1;3;1;1;3;1;1;2;2;1;1;1;1;1;1;1;7;6;240;145;2;1995;0;1;1;0;0;0,17;0,67;0,17;0;1;0;0;0;0;0;0,5;0;0;0,33;0,17;0,33;0;0,33;0;0,33;0;0;1;2;1;1;1;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;2;1;1;1;1;1;1;2;39;1799;4;1;1;1;4;5;1;1;3;5;12,66
1,5;10,5;4,5;0;3,5;0;1;0;0;7;0;0;0;0;3,5;0;1;0;0;0;0;2,35;4;3;2;5;2;1;1;1;3;1;1;3;1;2;1;2;3;1;1;1;1;1;2;4;4;250;66;1;1989;0;0;1;0;0;0,5;0,25;0,25;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;2;2;2;1;1;2;1;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;2;2;0;0;1;1;1;1;2;1;1;1;1;1;6;61;1799;2;0;1;2;5;4;4;3;2;7;15,01
1,5;7;7;0;7;0;1;1;0;0;3,5;0;0;3,5;1;3,5;0;3,5;3,5;0;3,5;3,15;4;3;2;5;3;1;1;2;2;1;1;3;1;1;2;2;3;1;1;1;1;1;1;7;3;260;42;3;1989;1;0;0,67;0,33;0;0;0;1;0,33;0,67;0;0;0;0;0;0,33;0;0;0;0;0,67;0,33;0;0;0;0;0;1;1;3;3;3;1;1;1;1;2;2;1;1;2;2;1;1;2;1;1;1;1;2;2;1;1;0;0;2;1;1;2;1;1;1;1;1;1;5;25;1299;1;0;0;2;2;4;1;1;1;2;12,13
3,5;0,5;1;4;7;1;1;0;0;3,5;0;0;0;1;3,5;0;1;7;0;1;1;2,15;4;1;2;5;3;1;1;1;3;1;1;3;1;1;1;2;3;1;1;1;1;1;2;4;4;320;70;1;1914;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0,25;0,25;0,5;0;0;0;0,25;0;0;1;1;3;2;3;1;1;1;1;2;2;1;1;2;2;1;1;2;1;1;1;1;2;2;2;1;0;0;2;1;1;2;1;1;1;1;2;1;5;62;817;2;0;1;1;6;6;4;3;2;7;15,12
7;14;14;8;14;3,5;1;3,5;3,5;3,5;14;0;0;3,5;3,5;3,5;0;3,5;0;3,5;1;7,45;4;3;2;1;3;1;2;1;2;1;1;3;2;1;1;2;3;1;1;1;1;1;1;4;4;250;72;1;1995;1;0;0,2;0,8;0;0,25;0;0,75;0;0,5;0;0,25;0;0,25;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;2;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;2;2;0;0;1;1;1;1;2;1;1;2;1;2;6;26;1799;4;2;0;1;4;5;5;1;3;6;20,79
7;10,5;7;0;7;0;1;3,5;7;7;14;0;0;1;3,5;3,5;3,5;3,5;3,5;0;0;4,3;4;1;2;5;3;1;1;1;3;2;2;2;1;1;2;1;1;4;1;1;1;1;1;6;4;250;110;1;1871;1;0;1;0;0;0;0,25;0,75;0,25;0,5;0;0;0;0,25;0;1;0;0;0;0;0,75;0;0,25;0;0;0;0;1;1;2;3;3;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;2;1;0;0;2;1;1;1;1;1;2;1;2;1;4;56;1299;2;0;0;2;4;1;1;2;3;4;16,98
3,5;3,5;14;1;7;3,5;1;3,5;3,5;3,5;14;0;0;3,5;3,5;0;3,5;3,5;3,5;0;3,5;4,3;4;1;2;5;2;2;1;1;1;1;1;3;1;1;2;1;3;1;1;1;1;1;1;7;5;350;120;1;1871;1;1;1;0;0;0,6;0;0,4;0,2;0,2;0;0;0;0,6;0;0;0;0;1;0;0;0;0,6;0,4;0;0;0;1;2;2;1;3;2;2;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;1;2;2;1;2;3;57;6449;2;0;0;1;8;4;1;1;3;6;12,82
7;14;14;4,5;14;0;1;1;0;7;0;0;0;0;3,5;1;3,5;3,5;0;0;0;5,9;2;1;2;5;3;1;1;1;3;1;1;3;1;1;2;2;3;3;1;1;1;1;1;7;6;250;120;1;2002;0;1;0;1;0;0,5;0,17;0,33;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0,33;0;0,67;0;0;1;2;1;3;1;2;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;2;1;1;1;1;2;38;2899;5;3;0;1;8;4;1;2;3;6;27,24
1,5;7,5;7;1;7;0;1;1;1;0;14;0;0;0;3,5;0;7;3,5;0;0;0;2,85;4;4;2;5;3;1;1;1;2;1;2;2;1;2;3;2;4;1;1;1;1;1;1;4;3;250;125;1;1871;1;1;0;1;0;0,33;0;0,67;0,67;0;0;0;0;0,33;0;0;0;0;0,33;0;0;1;0;0;0;0;0;1;1;2;3;3;2;1;1;2;1;1;1;1;2;2;1;1;1;2;1;1;1;2;1;2;2;0;0;1;1;1;1;1;1;2;1;2;1;4;24;817;2;0;0;2;1;3;1;2;3;1;22,99
3,5;14;18,5;1;21;3,5;1;3,5;7;7;1;0;0;3,5;3,5;3,5;3,5;3,5;3,5;0;0;7,55;4;1;2;2;3;1;2;1;3;2;1;2;1;1;3;2;4;1;1;1;1;1;1;1;6;240;150;1;1871;0;1;0,22;0,78;0;0,17;0,5;0,33;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0,17;0;0,83;0;0;1;2;2;1;3;2;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;0;0;1;1;1;1;1;1;2;1;2;1;3;37;2349;5;1;2;2;3;5;1;1;3;3;8,19
1,5;0;7;0;7;0;1;1;0;3,5;0;0;0;1;1;0;1;3,5;0;0;0;1,85;4;1;2;5;3;1;1;1;2;1;2;2;1;1;3;1;3;1;1;1;1;1;1;7;4;230;82;1;1871;1;1;1;0;0;0,5;0,25;0,25;0;0;0;0;0;1;0;0,75;0;0;0,25;0;0;0,75;0;0,25;0;0;0;1;1;2;2;3;2;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;2;1;0;0;2;1;1;1;1;1;2;1;2;1;4;50;817;1;0;0;1;2;5;1;1;1;2;9,1
3,5;7;10,5;0;14;0;1;3,5;3,5;3,5;14;0;0;3,5;3,5;0;0;7;1;1;0;4,55;4;4;2;5;2;1;1;1;4;2;2;2;1;1;2;1;1;3;4;1;1;1;1;8;5;250;130;1;1871;1;1;1;0;0;0,4;0;0,6;0;0,8;0,2;0;0;0;0;1;0;0;0;0;0;0;0,2;0;0,8;0;0;1;2;2;1;3;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;2;2;0;0;1;1;1;1;1;1;2;1;2;1;3;50;4249;3;0;1;1;8;4;1;1;3;6;8,33
1,5;0;1;0;7;0;1;0;0;0;3,5;0;0;1;3,5;0;1;3,5;7;3,5;0;1,4;4;1;1;5;3;1;1;1;2;1;1;3;1;2;2;2;2;1;4;1;1;1;1;7;3;300;100;2;1974;0;1;1;0;0;0,33;0;0,67;0;0,67;0;0;0;0,33;0;1;0;0;0;0;0,67;0;0,33;0;0;0;0;1;1;3;2;3;2;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;0;0;1;2;1;1;1;2;1;2;1;2;6;61;4249;2;0;0;1;8;4;4;3;3;7;8,83
3,5;3,5;3,5;0;7;1;0;0;3,5;0;0;0;0;0;1;0;3,5;7;0;0;1;1,95;4;1;1;5;3;1;1;1;4;2;1;1;1;1;2;1;1;3;5;1;1;1;1;9;6;250;150;1;1995;1;1;0,67;0;0,33;0,33;0;0,67;0,17;0,5;0;0;0,17;0;0;0,83;0;0;0;0;0;0;0,5;0,5;0;0;0;2;2;2;2;3;2;2;1;1;1;2;1;2;1;1;1;1;1;2;1;1;1;2;1;2;1;0;0;1;2;1;1;1;1;2;1;1;1;3;73;1799;2;0;0;1;6;5;4;3;3;7;6,17
